Project_ID,Project_Type,Location,Start_Date,End_Date,Planned_Cost,Actual_Cost,Cost_Overrun,Planned_Duration,Actual_Duration,Schedule_Deviation,Vibration_Level,Crack_Width,Load_Bearing_Capacity,Temperature,Humidity,Weather_Condition,Air_Quality_Index,Energy_Consumption,Material_Usage,Labor_Hours,Equipment_Utilization,Accident_Count,Safety_Risk_Score,Image_Analysis_Score,Anomaly_Detected,Completion_Percentage,Risk_Level
PJT_542,Road,Houston,6/25/2021,1/26/2023,12688962,12541330.22,-147631.7823,528,477.5294445,-50.47055549,1.701975244,2.367174668,296.6096738,10.19455979,60.64338323,Snowy,288,43750.86094,191.4149293,5505,51.64972464,1,8.682890315,99.16837802,1,85.37553619,High
PJT_543,Road,Chicago,6/26/2021,7/8/2022,14431835,21414621.77,6982786.774,326,428.7004543,102.7004543,1.32400473,3.065851804,366.2322347,-8.961551678,74.11630991,Cloudy,187,26889.16258,412.3252228,6789,68.62400497,6,7.326543621,51.27456945,1,87.25022323,High
PJT_544,Tunnel,Chicago,6/27/2021,9/9/2022,26090373,35367470.53,9277097.533,246,319.0141794,73.01417941,1.33637633,4.344005479,406.7165326,-4.470830272,43.28710906,Snowy,54,11050.56683,584.4274717,3531,91.98490777,5,1.836527198,84.50100687,0,43.48260004,Low
PJT_545,Bridge,Chicago,6/28/2021,10/15/2023,19071531,28238393.57,9166862.571,699,645.205328,-53.79467205,1.746960823,3.309507882,333.1029104,17.29207137,78.19916354,Cloudy,165,18023.23088,830.1599686,8471,41.30840759,6,1.144720778,63.19789168,1,37.66406239,Medium
PJT_546,Dam,New York,6/29/2021,2/10/2022,23864811,27774924.06,3910113.06,301,337.4059694,36.4059694,1.798548809,2.170244342,118.696174,27.94803964,39.22006209,Stormy,225,34809.3488,294.7987751,5719,80.77324715,3,2.517037049,53.32043219,1,79.62088377,Medium
PJT_547,Dam,Houston,6/30/2021,1/29/2023,20352724,21716785.73,1364061.727,519,771.9705152,252.9705152,1.847605886,4.097139268,369.57797,8.410442962,58.22691656,Snowy,166,32590.48882,822.6368572,5863,72.87806781,4,2.062870813,50.71756548,0,89.06607746,Low
PJT_548,Road,Houston,7/1/2021,12/7/2023,45319259,62494166.8,17174907.8,354,407.9644459,53.96444589,0.280213467,4.527910688,354.8038307,28.25186525,34.98049792,Cloudy,203,28895.14084,459.6746342,5038,50.17347966,5,7.526238978,94.05048346,1,66.16179947,High
PJT_549,Bridge,Seattle,7/2/2021,7/10/2023,44301351,48543309.5,4241958.503,870,1045.015501,175.0155015,1.133839404,0.598799832,60.99209732,28.42495742,53.28685651,Stormy,263,35733.39884,270.0224708,3452,89.04858636,8,6.013061386,67.6803251,0,93.46633082,High
PJT_550,Road,Seattle,7/3/2021,3/17/2022,5510784,5949607.863,438823.8634,776,1122.063482,346.0634816,1.50696809,2.659664888,235.2864504,28.7164749,42.27226467,Snowy,157,33682.58827,783.0877964,3846,62.13307734,1,5.733557781,99.7271946,0,44.47394316,High
PJT_551,Building,Seattle,7/4/2021,5/3/2022,31993940,33257815.66,1263875.659,630,838.1249891,208.1249891,1.538161006,1.422559799,199.8276111,17.08870197,38.66924014,Stormy,72,44659.62003,181.8090113,9064,57.62812173,8,3.275805703,72.11885838,0,23.66977618,Medium
PJT_552,Road,Chicago,7/5/2021,3/16/2022,27455291,26845986.35,-609304.6498,736,919.4421699,183.4421699,1.252760784,0.235305989,351.2354289,40.31873826,87.68895126,Snowy,111,31370.73699,563.2906367,7622,89.68751151,9,2.391467831,59.37988759,0,26.16786841,Low
PJT_553,Road,Houston,7/6/2021,5/18/2022,37124898,39125107.19,2000209.189,315,434.2850848,119.2850848,0.416895937,3.342733476,147.2611155,16.90580849,31.20518738,Sunny,62,40037.06114,157.4882055,9896,78.31150277,0,2.858931728,88.85717843,0,70.28487571,Medium
PJT_554,Dam,Chicago,7/7/2021,8/27/2023,46598220,51872758.69,5274538.686,195,276.6308532,81.63085318,1.615099052,4.313853887,315.8923653,14.76458564,75.11280862,Sunny,186,16191.82202,420.7760696,4462,93.89554502,3,4.602493067,96.32461082,1,46.67737808,High
PJT_555,Dam,New York,7/8/2021,2/7/2023,49176440,64145577.44,14969137.44,512,601.1560156,89.15601564,1.468211534,0.814513272,460.9426828,0.965945046,88.89154716,Cloudy,290,35518.21631,640.9691191,2159,77.79302222,4,7.661288861,90.78105154,1,24.06831385,High
PJT_556,Dam,Seattle,7/9/2021,5/24/2023,47426160,44463870.13,-2962289.87,374,443.2143171,69.21431709,0.263657966,4.062068288,409.0110675,6.921029805,21.39310386,Rainy,69,45598.73533,600.5039873,5626,84.44905948,8,3.290649549,87.2599617,0,36.30041694,Medium
PJT_557,Building,Chicago,7/10/2021,5/20/2023,10179253,10447009.74,267756.7383,675,763.8506289,88.85062894,0.981238667,4.266978668,464.6559813,-7.671602911,68.93191898,Sunny,141,22357.95476,464.1898761,8056,90.18675378,5,7.287517011,66.73498473,0,57.75445648,High
PJT_558,Dam,Chicago,7/11/2021,8/2/2023,4287093,5939399.451,1652306.451,188,278.2444526,90.24445259,0.430557059,4.571702213,490.3276851,24.84444115,37.70382639,Rainy,157,40059.68843,486.1431946,4722,43.28437815,3,5.423606384,53.22451819,0,20.93007403,Medium
PJT_559,Bridge,New York,7/12/2021,5/25/2022,2017481,1993580.214,-23900.78641,513,676.2877731,163.2877731,0.741206387,1.326425445,54.80155715,3.669465916,22.8341477,Stormy,234,37615.51855,304.092598,4560,86.56293753,1,8.968967637,60.06496743,0,10.3098249,High
PJT_560,Tunnel,Los Angeles,7/13/2021,2/27/2022,9451115,10449030.71,997915.7104,512,486.3661259,-25.63387406,0.134354075,4.519765326,330.2335744,6.728538997,48.20227053,Stormy,278,7678.678859,510.2943296,7117,76.82238891,4,3.096231048,72.34051271,0,92.55682427,Medium
PJT_561,Bridge,Houston,7/14/2021,9/20/2023,27271534,38692725.71,11421191.71,506,717.3945416,211.3945416,0.86062675,1.603313774,235.777729,32.39479869,85.46524671,Rainy,201,31167.87393,957.9293701,7589,44.17046779,7,5.057710144,97.8099935,0,37.43750717,Medium
PJT_562,Bridge,Los Angeles,7/15/2021,9/27/2023,32590452,32360858.35,-229593.6502,194,230.5371771,36.53717711,1.14476615,2.761690067,436.9345207,7.997165074,20.82355661,Cloudy,157,10858.52071,865.407626,7849,70.51467531,7,1.869982904,86.14270898,0,29.93483308,Low
PJT_563,Dam,Seattle,7/16/2021,9/22/2022,3338377,3170263.349,-168113.6506,793,746.4131087,-46.58689132,1.277206926,0.252537354,163.3166159,3.320774061,61.15199844,Snowy,82,48529.36275,230.7095822,3243,44.94748468,5,4.016378284,91.41415226,0,72.86327288,Medium
PJT_564,Tunnel,Chicago,7/17/2021,10/4/2023,33271884,39617590.78,6345706.78,405,498.081293,93.081293,1.360631656,0.219405442,491.4632701,-0.701823798,55.0977535,Rainy,197,41513.33762,126.8027086,9177,84.1568321,0,5.561923996,63.86469485,0,86.806245,Medium
PJT_565,Tunnel,New York,7/18/2021,12/24/2023,18583780,20097460.6,1513680.599,604,694.7803347,90.7803347,1.688953495,3.601866064,326.1685863,32.61721212,81.13689151,Rainy,237,9937.571056,940.1718814,2760,72.79010283,7,7.594661929,84.19115137,0,66.90508906,High
PJT_566,Tunnel,New York,7/19/2021,7/31/2023,21696165,26860829,5164664.003,587,837.4433404,250.4433404,0.509379524,2.22239989,407.091831,-2.866155811,25.88012002,Rainy,225,10478.83989,574.0747749,6442,97.21441224,3,2.782694081,93.12190717,1,32.90344787,Medium
PJT_567,Building,Houston,7/20/2021,3/17/2023,40601943,56123372.91,15521429.91,292,298.5398546,6.539854552,0.328915463,1.281461877,88.51979877,14.95645681,67.70682209,Rainy,113,31751.32347,584.0540408,8679,50.98812229,1,2.962829156,73.97057574,0,87.5472961,Medium
PJT_568,Dam,Los Angeles,7/21/2021,7/17/2023,44552513,43763447.58,-789065.4192,607,847.2984108,240.2984108,1.717920627,0.95206748,132.5560481,17.88115638,67.60767889,Rainy,79,20520.01284,802.6461961,3675,76.36200715,0,6.684200565,71.49459301,0,55.93844765,High
PJT_569,Tunnel,Houston,7/22/2021,11/15/2022,16902677,21101630.74,4198953.736,180,222.2303786,42.23037865,0.397564348,3.349767454,391.2816529,27.8064452,66.83560118,Cloudy,157,6570.763658,383.2200765,8124,52.69492807,6,4.442120051,85.97022567,0,44.30717227,Medium
PJT_570,Building,Chicago,7/23/2021,8/22/2023,27877776,33545474.39,5667698.393,445,415.080951,-29.91904904,1.952044155,0.00200772,59.89393492,24.83059153,85.96341465,Sunny,122,29373.86785,533.716812,6781,76.84389908,1,5.338853805,77.99558431,0,64.42535077,Medium
PJT_571,Road,Houston,7/24/2021,1/3/2023,49730509,49056524.92,-673984.0813,670,993.6818111,323.6818111,1.700822636,4.029455846,417.5950937,34.58963701,77.61612703,Snowy,158,22453.02949,971.7966218,4236,83.35898214,3,8.525213819,99.65855416,0,73.05510013,High
PJT_572,Road,New York,7/25/2021,3/10/2022,32751305,41738233.33,8986928.331,387,467.3292597,80.32925968,1.051665551,0.396248031,56.27705841,-7.538671134,22.93809084,Sunny,290,9548.442157,704.9338182,6898,83.33825976,3,5.49174971,71.25514004,0,63.44468867,Medium
PJT_573,Building,New York,7/26/2021,4/5/2022,1737954,1849503.275,111549.2753,801,860.6954161,59.69541614,1.964700707,0.957448075,345.7034776,6.304239863,52.97579955,Rainy,194,41086.41765,238.3705288,9235,88.90443944,9,6.872494425,58.79716387,0,92.82209012,High
PJT_574,Building,Seattle,7/27/2021,12/27/2023,37462488,44681531.58,7219043.583,891,1052.844898,161.8448977,0.285015785,1.931181976,214.2922641,5.407376533,47.85671393,Sunny,149,46178.45444,219.9040732,9680,91.21301368,0,6.910975375,73.59675264,0,66.52160254,High
PJT_575,Dam,Seattle,7/28/2021,10/11/2022,8840130,8392495.825,-447634.1748,548,775.2636392,227.2636392,0.675824946,2.424293699,325.1726837,-1.969070192,41.71030548,Cloudy,63,39046.72703,283.8382825,5276,44.63630358,1,8.232507487,61.76024965,0,89.07226414,High
PJT_576,Dam,Chicago,7/29/2021,1/15/2023,10095781,11870118.9,1774337.896,485,525.2268092,40.2268092,1.312626389,1.774975579,363.2141331,5.904803962,51.59357076,Stormy,68,42009.00395,790.040507,5723,60.59602942,0,6.743255396,78.06269104,0,62.82625916,High
PJT_577,Road,Los Angeles,7/30/2021,8/30/2023,6934261,7515893.505,581632.5046,191,193.980715,2.980715037,0.76501305,1.603560825,204.1138486,7.037092278,46.89359294,Sunny,120,14742.07553,365.8393035,6644,81.22735122,5,1.583288431,56.28984962,0,39.67116164,Low
PJT_578,Tunnel,Houston,7/31/2021,9/20/2023,5510579,7678599.079,2168020.079,524,512.18,-11.81999996,1.863907849,4.81958006,98.58310165,18.70364541,50.26337299,Snowy,108,16860.78279,119.249962,2115,69.91517724,2,4.079556844,97.49881368,0,57.90671357,Medium
PJT_579,Road,Chicago,8/1/2021,10/14/2022,43622487,40751570.57,-2870916.433,644,694.6928715,50.69287154,0.224689568,3.207898406,81.34064049,26.50374634,88.54833059,Cloudy,244,14383.73931,949.7569272,2781,51.44055681,0,9.903845652,92.99114408,0,17.77030207,High
PJT_580,Tunnel,Seattle,8/2/2021,10/28/2023,27227228,31343014.63,4115786.63,879,1202.497361,323.4973611,1.143882481,0.117164777,315.0212102,10.96052825,26.20430823,Stormy,146,39427.85441,252.7420748,9842,73.16257421,7,2.768592599,57.77826986,0,30.71571705,Medium
PJT_581,Tunnel,Houston,8/3/2021,11/20/2022,48116458,56539670.02,8423212.019,845,999.6145672,154.6145672,1.222645908,2.150879542,284.2949092,29.57086272,84.55616089,Cloudy,93,47656.26855,108.6023675,2876,64.44613917,3,6.280561706,58.61964614,1,78.9608496,High
PJT_582,Dam,Seattle,8/4/2021,11/2/2023,12368856,16512467.85,4143611.854,673,697.5570716,24.55707157,1.340183435,4.375043499,383.9904541,8.489093622,53.61656994,Rainy,209,37257.6743,313.4184421,6363,63.40229666,9,8.586465759,75.62193372,0,69.53280496,High
PJT_583,Bridge,Houston,8/5/2021,12/10/2022,45557027,56699025.04,11141998.04,547,546.8419169,-0.158083128,0.585765824,1.507280932,279.3809795,5.965602252,63.66195718,Stormy,160,44666.00442,311.5259084,9532,88.58522305,6,6.279027047,88.64406935,0,24.98668395,High
PJT_584,Bridge,Los Angeles,8/6/2021,10/6/2023,45696953,59421000.19,13724047.19,599,658.6829739,59.68297386,0.792676212,0.472781724,240.1006055,19.76534307,78.11280766,Snowy,60,33741.45927,479.8047258,4375,64.45590003,9,4.350432323,60.95396678,1,49.42136586,High
PJT_585,Building,Chicago,8/7/2021,8/3/2022,15634171,21359866.74,5725695.744,350,512.3841183,162.3841183,1.702993006,3.791923858,229.1392302,-8.695600183,45.23241204,Stormy,155,22444.69553,928.3508484,3750,41.58727033,1,1.722057064,53.04858598,0,22.77929853,Low
PJT_586,Dam,Houston,8/8/2021,12/21/2023,31161753,44166231.36,13004478.36,313,346.1204166,33.12041662,0.470391261,3.03006916,61.90110617,-5.6115982,50.12953357,Snowy,51,24159.27267,891.266426,4276,43.48380033,5,4.254984123,77.27671383,0,87.02360707,Medium
PJT_587,Tunnel,New York,8/9/2021,2/3/2023,25340709,27578934.67,2238225.675,606,904.681914,298.681914,1.67104891,2.851562539,201.0007408,12.9883249,48.66629362,Rainy,267,8389.464448,511.2050995,1448,91.3746425,5,2.638607604,84.57985571,0,19.82527316,Medium
PJT_588,Bridge,New York,8/10/2021,8/12/2022,8704694,10644218.41,1939524.409,204,242.9922078,38.99220779,1.169045304,0.267882798,489.2090709,41.86019913,46.23117158,Snowy,174,6415.573786,469.8099145,6537,97.6360486,6,9.647765347,62.21827456,0,68.88114971,High
PJT_589,Tunnel,Houston,8/11/2021,8/29/2023,36933339,51856802.97,14923463.97,709,714.3163308,5.316330841,1.548156271,0.702495049,443.1000093,29.68314789,84.78705252,Cloudy,245,36296.40219,599.5081778,5172,81.30456019,0,7.435286574,86.98838939,0,64.63000009,High
PJT_590,Bridge,Houston,8/12/2021,8/4/2023,7990607,11935335.38,3944728.38,369,529.3984163,160.3984163,1.455853996,3.112746981,198.2201302,-5.153038677,78.02509238,Sunny,194,24729.30014,319.1086108,9989,61.86209765,0,7.744448389,97.53218925,0,52.54989811,High
PJT_591,Bridge,Houston,8/13/2021,9/27/2023,32338158,46363591.81,14025433.81,320,376.3882316,56.38823164,0.494271841,1.039119207,314.5079323,36.5474907,27.62999929,Cloudy,258,29849.67806,146.9664928,4496,96.31601895,1,4.923723394,56.85372213,1,35.04111604,High
PJT_592,Bridge,New York,8/14/2021,12/5/2023,5532688,6212546.68,679858.6798,734,973.1392597,239.1392597,1.180744199,2.520350399,431.2835355,30.27654238,27.56863467,Cloudy,269,30094.75614,945.3017226,3182,79.76818518,1,1.989683453,75.55145327,0,46.356085,Low
PJT_593,Dam,New York,8/15/2021,8/12/2023,25356967,25790568.86,433601.862,837,1247.319957,410.3199571,1.74867399,2.72440843,248.5734515,23.60205891,49.95086604,Stormy,143,17481.9116,268.0290864,4326,90.66001295,4,3.400448376,52.84209753,0,82.57521704,Medium
PJT_594,Road,Houston,8/16/2021,3/26/2023,28995739,34610344.07,5614605.07,494,459.4719738,-34.52802617,0.92102085,1.417535951,58.08103869,35.11611283,26.90601637,Rainy,217,26415.16299,278.5606563,9837,85.95113824,0,3.337399937,60.33305036,0,78.5395734,Medium
PJT_595,Tunnel,Seattle,8/17/2021,10/23/2023,32197881,43305662.83,11107781.83,623,596.8444264,-26.15557355,1.936522463,4.742125778,83.52970782,12.22604163,63.33651667,Sunny,264,26184.20998,525.214296,1719,62.74835895,1,5.381014157,54.49096767,0,76.49282036,Medium
PJT_596,Dam,Seattle,8/18/2021,4/3/2023,3363162,4020799.549,657637.5487,498,663.4724743,165.4724743,0.95920869,4.212320534,279.6767246,2.182557797,30.05841251,Snowy,223,22479.22496,542.4520104,2522,68.72213205,5,5.14881808,70.20033115,0,77.48412259,Medium
PJT_597,Dam,Los Angeles,8/19/2021,1/22/2023,6680820,7949564.625,1268744.625,620,662.8389012,42.83890123,0.37129271,3.611867538,486.2477191,18.1612864,56.56612848,Stormy,265,41930.39225,116.5907887,7756,51.16792926,2,4.900673956,91.04158952,1,22.94977369,High
PJT_598,Dam,Chicago,8/20/2021,9/23/2022,20470010,28718160.06,8248150.061,271,273.8674071,2.867407144,0.839925892,0.389969332,361.944294,20.18629656,20.50539629,Rainy,142,25302.38017,233.1592649,7627,57.52084603,3,5.4637972,78.85652253,1,18.91868053,High
PJT_599,Dam,Seattle,8/21/2021,7/29/2022,33557230,37478132.84,3920902.842,358,330.6549318,-27.34506821,1.908234572,0.530650097,81.91228615,19.60795046,42.16174439,Sunny,53,32164.0036,440.3393367,2069,86.68753968,0,9.883207738,61.12924186,0,87.53487606,High
PJT_600,Dam,New York,8/22/2021,9/25/2022,45154589,63933335.2,18778746.2,235,214.5803864,-20.41961361,0.707469614,2.463906729,135.2123941,21.07905853,67.40335066,Cloudy,215,45298.40542,715.3576242,6562,93.63870351,4,3.685182676,52.00553235,0,85.34571133,Medium
PJT_601,Building,Seattle,8/23/2021,11/15/2022,36900136,42216813.89,5316677.888,334,455.8069149,121.8069149,1.749386504,0.803566746,397.0954144,42.1787705,53.88272582,Rainy,112,43980.51303,305.5766111,8749,83.4676254,3,6.537422443,77.66990976,1,71.31864736,High
PJT_602,Tunnel,Los Angeles,8/24/2021,11/13/2023,47524065,52131041.37,4606976.37,851,834.541708,-16.45829199,1.774376295,4.891327318,428.647892,39.62350927,88.47886402,Rainy,78,45068.99917,480.7130016,5887,67.9104218,7,3.155569696,56.63983575,0,64.53151708,Medium
PJT_603,Dam,Los Angeles,8/25/2021,3/27/2023,43366372,50842472.02,7476100.024,290,342.3833872,52.38338718,0.765354396,0.79260117,327.9625638,38.16443701,81.18726572,Rainy,68,17150.22484,601.6105582,5674,45.19055614,2,5.199456393,67.13670137,0,43.01845358,Medium
PJT_604,Tunnel,Chicago,8/26/2021,8/22/2022,9277983,12594566.65,3316583.653,316,399.2780362,83.27803616,0.25818955,2.437339177,339.9904263,34.0779246,45.13495453,Cloudy,140,6574.211974,899.7332452,3156,43.41687692,9,2.800443098,75.50961295,0,30.16743324,Medium
PJT_605,Building,Seattle,8/27/2021,11/2/2023,18069791,17628910.09,-440880.9146,411,475.531554,64.53155402,1.476660027,1.820605284,62.75185267,41.8885459,23.1840579,Snowy,78,16748.006,393.4634521,8944,62.45953388,0,6.023730118,95.18662678,0,70.0890794,High
PJT_606,Building,New York,8/28/2021,9/16/2022,33284704,33878886.88,594182.8761,647,592.8228024,-54.17719756,0.691873368,3.196932107,422.8386168,-4.582794708,79.19384101,Stormy,297,17541.83055,220.2024393,5139,67.82930313,9,3.385106078,54.09116635,0,92.17311743,Medium
PJT_607,Tunnel,New York,8/29/2021,9/29/2023,20978294,30856278.17,9877984.167,660,904.266595,244.266595,1.587554867,0.645182044,404.7238437,4.58177938,83.78640172,Snowy,277,45921.2147,540.3450033,6629,76.54723733,4,1.33110025,83.43037961,0,49.32969182,Low
PJT_608,Bridge,Houston,8/30/2021,9/4/2023,11031033,11089442.06,58409.05972,247,223.8580599,-23.14194012,0.941044212,2.15158214,166.5658148,17.22807701,77.44391754,Sunny,212,34215.92298,772.0494415,8087,40.38937128,0,8.337439823,50.70406428,1,37.28912232,High
PJT_609,Road,New York,8/31/2021,10/12/2022,20384838,25290171.84,4905333.843,428,580.8533249,152.8533249,1.02200681,1.373525164,368.904524,36.55939712,28.95649586,Stormy,165,8676.678182,198.8737813,6078,99.38337343,4,2.154296009,81.49542762,0,34.36676321,Low
PJT_610,Bridge,Chicago,9/1/2021,1/24/2024,19664179,24532807.12,4868628.122,502,720.8633135,218.8633135,1.578027873,4.438757623,146.6845729,17.78411413,89.85405941,Sunny,119,11092.03682,482.2151425,7405,61.836333,8,4.312349192,77.57662447,0,12.13347186,Medium
PJT_611,Bridge,Chicago,9/2/2021,11/9/2023,6304120,7525698.818,1221578.818,697,808.313655,111.313655,0.826490329,0.202928561,68.14857247,31.14191066,38.10089551,Cloudy,172,12005.42565,116.0066271,7871,90.88567983,4,5.294598482,90.593331,0,56.828505,Medium
PJT_612,Bridge,New York,9/3/2021,10/18/2023,36002379,46329558.78,10327179.78,611,746.2298706,135.2298706,0.941941956,4.56863747,140.5114442,-2.357205211,70.6943439,Snowy,72,33368.97867,130.2032635,1632,72.09800234,1,4.892320004,76.58312364,0,98.94124269,Medium
PJT_613,Dam,New York,9/4/2021,11/7/2022,6813775,7071990.059,258215.0591,666,790.0025637,124.0025637,0.814761891,4.164970693,130.3829945,3.882759714,83.56244134,Rainy,280,38093.63115,534.6580269,3199,47.82636727,1,7.530991873,67.63082999,0,83.37139445,High
PJT_614,Building,Houston,9/5/2021,5/18/2023,25019663,30814150.92,5794487.916,785,889.8172594,104.8172594,0.797946979,1.487853582,201.9865985,30.24768523,36.498098,Stormy,95,43683.97598,368.3775683,6353,87.85393315,9,6.370989363,62.13754357,0,90.77272463,High
PJT_615,Bridge,New York,9/6/2021,8/19/2023,13565034,15237656.32,1672622.317,608,870.9324705,262.9324705,1.099298496,3.946453273,238.3022737,-0.939629511,83.57809883,Rainy,221,47328.64479,860.5965691,3910,82.5896245,8,3.658340644,54.26248709,0,65.90476866,Medium
PJT_616,Building,Houston,9/7/2021,9/17/2022,30022580,38939296.94,8916716.941,448,643.4893277,195.4893277,1.636718945,0.156067802,278.8425012,9.324576406,41.66371054,Sunny,225,14076.70508,641.9388755,1622,71.6461651,4,1.465326999,76.73063371,1,53.33017694,Medium
PJT_617,Tunnel,Houston,9/8/2021,1/25/2024,26055715,25657951.74,-397763.2615,888,978.1229591,90.12295908,0.787359793,4.834327751,264.539244,4.56764418,88.34892557,Rainy,229,18939.76181,508.5396656,7073,70.87318548,7,7.908356064,94.41609633,1,99.14113067,High
PJT_618,Road,New York,9/9/2021,8/8/2023,7472652,9284967.762,1812315.762,716,908.6339663,192.6339663,1.096083969,2.632974713,171.8035727,9.242393182,39.68820143,Rainy,57,15814.52963,467.1418339,1360,45.24877635,9,4.17274414,75.7372247,1,50.24458996,High
PJT_619,Tunnel,Los Angeles,9/10/2021,5/17/2022,24383686,24655861.9,272175.9025,327,476.1592637,149.1592637,1.374381918,1.51640513,63.12680086,28.9578227,86.74050773,Cloudy,232,21144.27054,547.5209322,7365,79.35093691,3,9.007522669,86.95514287,0,92.51475181,High
PJT_620,Tunnel,Los Angeles,9/11/2021,12/8/2023,19275555,20570599.31,1295044.313,297,438.7388245,141.7388245,0.611934948,1.812916063,322.29573,10.23159496,23.74812556,Cloudy,115,46159.92983,136.3949481,9401,94.67470935,1,4.555510962,64.92174691,0,78.56603279,Medium
PJT_621,Dam,Houston,9/12/2021,4/13/2023,15219886,15695140.34,475254.3368,546,658.1349816,112.1349816,0.627293329,0.332026767,228.0851734,20.53948274,69.64904082,Snowy,254,30880.06551,903.5140208,4943,45.59469515,3,7.458927455,72.40654299,0,39.78805827,High
PJT_622,Road,New York,9/13/2021,1/12/2024,16913266,17077369.8,164103.8035,245,287.0652464,42.06524638,1.873484941,4.94674757,184.4024708,-4.503746762,57.24777937,Sunny,217,38218.63538,998.4728402,5869,55.81068704,3,9.456082329,66.23016017,0,55.27559649,High
PJT_623,Tunnel,Los Angeles,9/14/2021,10/1/2022,35230728,49161893.96,13931165.96,549,585.9019077,36.90190767,1.474715689,0.196459726,440.1234693,34.27597313,53.4513954,Cloudy,298,27055.36563,263.3384124,9128,94.13847841,8,6.860372056,55.46330557,1,44.58962996,High
PJT_624,Tunnel,New York,9/15/2021,8/8/2022,1379039,1477536.227,98497.22704,354,522.2643859,168.2643859,1.196654685,3.274535616,386.0344885,10.34387441,35.644602,Cloudy,262,6298.6061,208.3446683,1877,57.06063459,9,4.721400221,70.84943016,0,22.26009467,Medium
PJT_625,Road,New York,9/16/2021,6/29/2023,35083146,51090682.8,16007536.8,767,756.0231429,-10.97685708,1.330668103,2.213679639,435.9944968,25.66937875,69.39170528,Snowy,208,7888.79687,229.2197171,5795,79.23662033,5,6.106593419,88.21436159,0,42.10899234,High
PJT_626,Road,New York,9/17/2021,12/30/2023,8035655,11908486.46,3872831.46,674,841.0830806,167.0830806,0.155668942,4.744581091,272.7422576,29.89642809,33.3566644,Stormy,293,29206.53641,694.9243524,8791,72.0890899,9,5.891006697,69.74874998,0,90.00755959,High
PJT_627,Tunnel,Seattle,9/18/2021,10/1/2022,9368352,11642578.3,2274226.3,293,313.372337,20.37233703,1.274395635,1.229998702,108.9190635,1.531350716,58.69892572,Snowy,225,37345.50657,695.2967546,3523,75.7796563,5,6.26338033,82.50896111,1,77.73721168,High
PJT_628,Road,New York,9/19/2021,5/17/2023,43495479,42877872.5,-617606.5033,290,309.5474425,19.54744252,1.068066859,2.66043412,363.2996463,38.65712417,37.72717541,Rainy,149,14689.87374,863.1317461,7270,64.94733409,4,2.321379871,87.9307742,0,34.98229669,Low
PJT_629,Tunnel,Seattle,9/20/2021,1/13/2024,21919751,24653778.44,2734027.439,618,706.3623522,88.3623522,1.136924392,2.411781043,142.733201,23.89233384,86.89349658,Rainy,110,37485.93083,776.6437496,9583,57.99948823,5,7.286588942,66.13681136,0,43.11219818,High
PJT_630,Tunnel,Houston,9/21/2021,7/24/2023,18050668,24885361.34,6834693.343,894,1340.352531,446.3525308,0.782905271,3.51433222,248.5533511,13.5798828,22.00418357,Cloudy,161,41479.95981,504.720706,7623,42.91200704,0,2.305389445,89.87572798,1,65.47905307,Medium
PJT_631,Dam,Los Angeles,9/22/2021,8/9/2022,32698133,36636114.25,3937981.246,326,304.1514096,-21.84859038,0.254800406,0.34005116,79.25035503,0.028435097,33.98097961,Cloudy,101,23535.38653,651.5698254,6088,84.65685636,4,1.131551959,66.94628585,0,47.45258335,Low
PJT_632,Bridge,Los Angeles,9/23/2021,1/28/2023,26944707,25657028.37,-1287678.629,214,266.8847695,52.88476946,0.467344544,0.96894565,421.3887811,41.82655158,36.96174245,Snowy,215,38588.86548,719.4562033,8564,84.76560773,5,6.623020906,62.80535302,0,55.27397047,High
PJT_633,Tunnel,Los Angeles,9/24/2021,9/3/2022,38925479,48036802.71,9111323.715,488,463.3771279,-24.62287213,1.906414955,1.0728241,106.6732885,31.52875123,48.9847478,Snowy,268,23181.34776,561.4628233,8066,80.2435444,7,2.05222215,61.12230839,0,72.835157,Low
PJT_634,Building,Los Angeles,9/25/2021,1/31/2023,14721794,20714631.65,5992837.648,717,711.7748611,-5.225138938,0.876529168,3.690753774,456.3938782,1.44135095,36.29111693,Sunny,85,35525.77833,528.085886,7545,78.61802729,3,7.93370473,59.99520729,0,52.05257633,High
PJT_635,Bridge,Los Angeles,9/26/2021,4/14/2022,31109596,42855205.41,11745609.41,193,224.6013887,31.60138866,0.986697996,0.945693482,438.903771,8.57409261,54.39443632,Rainy,161,39379.86722,680.5877011,3321,54.62302793,4,8.793693582,86.85620364,0,27.18728107,High
PJT_636,Bridge,Los Angeles,9/27/2021,6/15/2022,41739304,41951084.39,211780.39,553,667.0706716,114.0706716,0.200148601,2.867458819,259.062244,34.53208419,81.07258663,Snowy,136,49636.69782,601.7270941,9149,41.34069603,3,9.502631113,94.37546305,0,56.85165436,High
PJT_637,Bridge,Los Angeles,9/28/2021,10/28/2023,41981729,54729849.13,12748120.13,736,776.6827275,40.68272753,0.171375836,1.076219103,384.9656919,28.26227148,69.8444395,Stormy,232,20542.84979,679.5480748,9125,88.52292381,6,6.980292666,61.53242371,1,42.05064072,High
